Episode,WinRate,ExplorationRate
1000,39.300000000000004,0.0
2000,49.7,0.0
3000,57.4,0.0
4000,65.14999999999999,0.0
5000,64.48,0.0
6000,58.95,0.0
7000,59.471428571428575,0.0
8000,54.462500000000006,0.0
9000,52.7,0.0
10000,55.76,0.0
11000,54.300000000000004,0.0
12000,56.65833333333333,0.0
13000,56.11538461538461,0.0
14000,54.371428571428574,0.0
15000,57.38666666666666,0.0
16000,58.375,0.0
17000,60.811764705882354,0.0
18000,61.416666666666664,0.0
19000,61.77368421052631,0.0
20000,62.63999999999999,0.0
21000,63.171428571428564,0.0
22000,63.60454545454546,0.0
23000,65.17391304347827,0.0
24000,66.60000000000001,0.0
25000,65.084,0.0
26000,63.71538461538462,0.0
27000,62.56296296296296,0.0
28000,61.575,0.0
29000,60.47931034482759,0.0
30000,59.96,0.0
31000,59.50967741935484,0.0
32000,60.759375000000006,0.0
33000,60.333333333333336,0.0
34000,61.28529411764706,0.0
35000,61.828571428571436,0.0
36000,62.16111111111111,0.0
37000,62.32432432432432,0.0
38000,61.905263157894744,0.0
39000,62.2,0.0
40000,63.0225,0.0
41000,62.43170731707317,0.0
42000,61.64047619047619,0.0
43000,62.43255813953489,0.0
44000,61.90681818181818,0.0
45000,61.17555555555556,0.0
46000,61.995652173913044,0.0
47000,61.88297872340426,0.0
48000,61.20625,0.0
49000,61.07551020408163,0.0
50000,60.778,0.0
51000,60.5078431372549,0.0
52000,60.60961538461539,0.0
53000,61.01698113207548,0.0
54000,61.25000000000001,0.0
55000,60.97272727272727,0.0
56000,60.621428571428574,0.0
57000,60.70175438596491,0.0
58000,61.186206896551724,0.0
59000,61.36610169491525,0.0
60000,61.913333333333334,0.0
61000,61.657377049180326,0.0
62000,61.75322580645162,0.0
63000,61.92063492063492,0.0
64000,62.315625,0.0
65000,61.93384615384615,0.0
66000,61.61818181818182,0.0
67000,60.95074626865672,0.0
68000,60.50882352941176,0.0
69000,61.02173913043478,0.0
70000,61.19571428571429,0.0
71000,60.65774647887324,0.0
72000,61.19722222222222,0.0
73000,61.724657534246575,0.0
74000,61.6945945945946,0.0
75000,62.038666666666664,0.0
76000,61.824999999999996,0.0
77000,61.31038961038961,0.0
78000,61.8,0.0
79000,61.94303797468355,0.0
80000,62.41875,0.0
81000,62.87777777777778,0.0
82000,62.41219512195122,0.0
83000,62.54216867469879,0.0
84000,62.58809523809524,0.0
85000,62.59882352941176,0.0
86000,63.0,0.0
87000,62.84827586206897,0.0
88000,62.970454545454544,0.0
89000,62.78089887640449,0.0
90000,62.82444444444445,0.0
91000,62.64945054945055,0.0
92000,62.60434782608696,0.0
93000,62.17849462365591,0.0
94000,61.887234042553196,0.0
95000,61.79684210526316,0.0
96000,61.913541666666674,0.0
97000,61.43608247422681,0.0
98000,61.55816326530612,0.0
99000,61.68888888888889,0.0
100000,61.812,0.0
101000,62.18613861386139,0.0
102000,62.54509803921569,0.0
103000,62.8495145631068,0.0
104000,62.77115384615385,0.0
105000,62.94285714285714,0.0
106000,62.70943396226415,0.0
107000,62.43738317757009,0.0
108000,62.088888888888896,0.0
109000,61.78348623853211,0.0
110000,62.03636363636363,0.0
111000,62.23423423423423,0.0
112000,62.00446428571429,0.0
113000,62.11592920353982,0.0
114000,61.98245614035087,0.0
115000,62.31130434782609,0.0
116000,62.63448275862069,0.0
117000,62.63931623931624,0.0
118000,62.817796610169495,0.0
119000,62.90924369747899,0.0
120000,63.21666666666667,0.0
121000,63.07851239669422,0.0
122000,62.70573770491803,0.0
123000,63.0040650406504,0.0
124000,62.906451612903226,0.0
125000,63.2032,0.0
126000,63.27936507936508,0.0
127000,63.56692913385827,0.0
128000,63.4234375,0.0
129000,63.3093023255814,0.0
130000,63.11846153846153,0.0
131000,63.26488549618321,0.0
132000,63.2969696969697,0.0
133000,63.122556390977444,0.0
134000,63.080597014925374,0.0
135000,63.082222222222214,0.0
136000,63.17279411764706,0.0
137000,63.07810218978103,0.0
138000,62.89855072463768,0.0
139000,62.96546762589929,0.0
140000,62.79714285714286,0.0
141000,62.871631205673765,0.0
142000,62.87605633802818,0.0
143000,63.022377622377626,0.0
144000,63.27777777777778,0.0
145000,63.34965517241379,0.0
146000,63.50890410958904,0.0
147000,63.275510204081634,0.0
148000,62.848648648648656,0.0
149000,62.624161073825505,0.0
150000,62.46000000000001,0.0
151000,62.492715231788075,0.0
152000,62.55855263157895,0.0
153000,62.588235294117645,0.0
154000,62.45454545454545,0.0
155000,62.31741935483871,0.0
156000,62.1051282051282,0.0
157000,62.32611464968153,0.0
158000,62.292405063291135,0.0
159000,62.22389937106918,0.0
160000,62.19625,0.0
161000,62.1,0.0
162000,62.33333333333333,0.0
163000,62.33251533742331,0.0
164000,62.47743902439025,0.0
165000,62.70424242424243,0.0
166000,62.81566265060241,0.0
167000,62.99161676646706,0.0
168000,63.19880952380953,0.0
169000,63.16390532544379,0.0
170000,63.33823529411765,0.0
171000,63.030409356725144,0.0
172000,63.05174418604651,0.0
173000,63.122543352601156,0.0
174000,62.947701149425285,0.0
175000,62.92285714285715,0.0
176000,62.85625,0.0
177000,62.551977401129946,0.0
178000,62.760112359550554,0.0
179000,62.655865921787715,0.0
180000,62.52055555555556,0.0
181000,62.32817679558011,0.0
182000,62.532967032967036,0.0
183000,62.73387978142077,0.0
184000,62.648369565217386,0.0
185000,62.84972972972973,0.0
186000,63.00860215053763,0.0
187000,63.02994652406417,0.0
188000,63.00265957446809,0.0
189000,62.975661375661375,0.0
190000,63.1,0.0
191000,63.07277486910995,0.0
192000,63.1953125,0.0
193000,63.29430051813472,0.0
194000,63.23453608247422,0.0
195000,63.40051282051282,0.0
196000,63.18571428571429,0.0
197000,63.236040609137056,0.0
198000,63.27979797979798,0.0
199000,63.34020100502512,0.0
200000,63.2305,0.0
201000,63.28557213930348,0.0
202000,63.33613861386138,0.0
203000,63.38620689655172,0.0
204000,63.4343137254902,0.0
205000,63.482439024390246,0.0
206000,63.65970873786407,0.0
207000,63.70628019323672,0.0
208000,63.88076923076923,0.0
209000,63.73540669856459,0.0
210000,63.56619047619048,0.0
211000,63.73744075829384,0.0
212000,63.8306603773585,0.0
213000,63.71032863849765,0.0
214000,63.67616822429907,0.0
215000,63.63813953488372,0.0
216000,63.52638888888889,0.0
217000,63.608755760368666,0.0
218000,63.77477064220184,0.0
219000,63.93881278538813,0.0
220000,63.98090909090909,0.0
221000,64.14253393665157,0.0
222000,64.06621621621622,0.0
223000,64.22690582959642,0.0
224000,64.38571428571429,0.0
225000,64.54355555555556,0.0
226000,64.30486725663717,0.0
227000,64.36519823788545,0.0
228000,64.29868421052632,0.0
229000,64.33668122270743,0.0
230000,64.23173913043479,0.0
231000,64.38225108225109,0.0
232000,64.39525862068966,0.0
233000,64.4351931330472,0.0
234000,64.47222222222221,0.0
235000,64.39872340425532,0.0
236000,64.30635593220339,0.0
237000,64.39535864978903,0.0
238000,64.54411764705881,0.0
239000,64.58284518828452,0.0
240000,64.62,0.0
241000,64.6804979253112,0.0
242000,64.70123966942148,0.0
243000,64.84526748971193,0.0
244000,64.8295081967213,0.0
245000,64.9134693877551,0.0
246000,64.89065040650407,0.0
247000,64.98097165991904,0.0
248000,64.97540322580645,0.0
249000,64.94979919678715,0.0
250000,65.0384,0.0
251000,65.07171314741036,0.0
252000,65.08293650793651,0.0
253000,64.95889328063241,0.0
254000,64.70984251968504,0.0
255000,64.84666666666666,0.0
256000,64.8796875,0.0
257000,64.91206225680934,0.0
258000,64.94496124031008,0.0
259000,65.08030888030888,0.0
260000,65.11307692307692,0.0
261000,65.24521072796935,0.0
262000,65.27748091603054,0.0
263000,65.20912547528516,0.0
264000,65.34053030303029,0.0
265000,65.31320754716981,0.0
266000,65.31729323308271,0.0
267000,65.30074906367041,0.0
268000,65.37985074626866,0.0
269000,65.45353159851301,0.0
270000,65.43925925925926,0.0
271000,65.50073800738008,0.0
272000,65.40477941176471,0.0
273000,65.33809523809524,0.0
274000,65.36642335766423,0.0
275000,65.28581818181817,0.0
276000,65.14311594202898,0.0
277000,65.05595667870037,0.0
278000,65.18093525179857,0.0
279000,65.13010752688172,0.0
280000,65.12892857142857,0.0
281000,64.89715302491103,0.0
282000,64.90638297872341,0.0
283000,64.9339222614841,0.0
284000,65.00176056338029,0.0
285000,64.93894736842105,0.0
286000,64.8555944055944,0.0
287000,64.88536585365854,0.0
288000,64.825,0.0
289000,64.94602076124568,0.0
290000,64.91206896551725,0.0
291000,64.78900343642611,0.0
292000,64.85342465753425,0.0
293000,64.76928327645051,0.0
294000,64.64727891156463,0.0
295000,64.68033898305085,0.0
296000,64.79797297297297,0.0
297000,64.66801346801347,0.0
298000,64.67382550335572,0.0
299000,64.77458193979933,0.0
300000,64.65466666666667,0.0
301000,64.57607973421928,0.0
302000,64.69271523178807,0.0
303000,64.8085808580858,0.0
304000,64.83651315789474,0.0
305000,64.86524590163934,0.0
306000,64.97908496732026,0.0
307000,65.09250814332248,0.0
308000,65.09902597402598,0.0
309000,65.07378640776699,0.0
310000,64.93225806451612,0.0
311000,64.95916398713827,0.0
312000,64.98653846153846,0.0
313000,65.01437699680511,0.0
314000,65.09554140127388,0.0
315000,64.96349206349207,0.0
316000,64.98955696202532,0.0
317000,65.01671924290221,0.0
318000,65.00220125786164,0.0
319000,64.98557993730407,0.0
320000,65.011875,0.0
321000,65.1202492211838,0.0
322000,65.06552795031057,0.0
323000,65.17275541795665,0.0
