Episode,WinRate,ExplorationRate
1000,32.7,0.0
2000,21.85,0.0
3000,21.8,0.0
4000,21.7,0.0
5000,19.56,0.0
6000,19.483333333333334,0.0
7000,18.371428571428574,0.0
8000,18.1875,0.0
9000,18.288888888888888,0.0
10000,17.93,0.0
11000,16.51818181818182,0.0
12000,17.583333333333336,0.0
13000,16.230769230769234,0.0
14000,15.071428571428571,0.0
15000,15.546666666666667,0.0
16000,15.6125,0.0
17000,15.035294117647059,0.0
18000,15.011111111111111,0.0
19000,14.61578947368421,0.0
20000,15.07,0.0
21000,14.352380952380953,0.0
22000,14.709090909090907,0.0
23000,14.069565217391306,0.0
24000,16.15833333333333,0.0
25000,15.512,0.0
26000,15.769230769230768,0.0
27000,15.185185185185185,0.0
28000,15.917857142857143,0.0
29000,15.672413793103448,0.0
30000,15.886666666666665,0.0
31000,15.374193548387098,0.0
32000,15.390625,0.0
33000,16.30606060606061,0.0
34000,15.952941176470588,0.0
35000,15.748571428571429,0.0
36000,15.677777777777777,0.0
37000,15.84864864864865,0.0
38000,16.013157894736842,0.0
39000,16.16153846153846,0.0
40000,15.757499999999999,0.0
41000,15.907317073170733,0.0
42000,16.380952380952383,0.0
43000,16.193023255813955,0.0
44000,16.097727272727273,0.0
45000,16.44222222222222,0.0
46000,16.08478260869565,0.0
47000,15.74255319148936,0.0
48000,15.414583333333335,0.0
49000,16.459183673469386,0.0
50000,16.13,0.0
51000,16.53333333333333,0.0
52000,16.215384615384615,0.0
53000,15.909433962264153,0.0
54000,15.803703703703704,0.0
55000,16.136363636363637,0.0
56000,15.848214285714285,0.0
57000,15.570175438596493,0.0
58000,15.301724137931034,0.0
59000,15.122033898305084,0.0
60000,15.526666666666667,0.0
61000,15.272131147540986,0.0
62000,15.385483870967743,0.0
63000,15.47936507936508,0.0
64000,15.85,0.0
65000,15.68153846153846,0.0
66000,15.760606060606062,0.0
67000,15.525373134328358,0.0
68000,15.616176470588236,0.0
69000,15.389855072463767,0.0
70000,15.17,0.0
71000,15.269014084507043,0.0
72000,15.056944444444445,0.0
73000,15.456164383561644,0.0
74000,15.247297297297296,0.0
75000,15.623999999999999,0.0
76000,15.418421052631578,0.0
77000,15.502597402597404,0.0
78000,15.303846153846154,0.0
79000,15.39113924050633,0.0
80000,15.19875,0.0
81000,15.011111111111111,0.0
82000,15.364634146341464,0.0
83000,15.179518072289156,0.0
84000,15.261904761904763,0.0
85000,15.082352941176472,0.0
86000,15.416279069767441,0.0
87000,15.486206896551725,0.0
88000,15.66931818181818,0.0
89000,15.494382022471912,0.0
90000,15.57,0.0
91000,15.3989010989011,0.0
92000,15.231521739130436,0.0
93000,15.067741935483872,0.0
94000,15.045744680851064,0.0
95000,14.982105263157894,0.0
96000,14.826041666666667,0.0
97000,14.902061855670103,0.0
98000,14.75,0.0
99000,15.045454545454545,0.0
100000,14.895,0.0
101000,14.747524752475247,0.0
102000,14.602941176470589,0.0
103000,14.64854368932039,0.0
104000,14.507692307692308,0.0
105000,14.719047619047618,0.0
106000,14.777358490566037,0.0
107000,14.6392523364486,0.0
108000,15.09074074074074,0.0
109000,15.10091743119266,0.0
110000,15.202727272727273,0.0
111000,15.065765765765764,0.0
112000,15.11875,0.0
113000,15.170796460176991,0.0
114000,15.222807017543861,0.0
115000,15.090434782608694,0.0
116000,15.095689655172414,0.0
