Episode,WinRate,ExplorationRate
1000,100.0,0.8990009999999713
2000,77.0,0.8980009999999425
3000,74.46666666666667,0.8970009999999138
4000,66.57499999999999,0.896000999999885
5000,72.36,0.8950009999998563
6000,70.43333333333334,0.8940009999998275
7000,72.14285714285714,0.8930009999997988
8000,70.0625,0.89200099999977
9000,66.48888888888888,0.8910009999997412
10000,67.86,0.8900009999997125
11000,65.82727272727273,0.8890009999996837
12000,68.25,0.888000999999655
13000,65.3076923076923,0.8870009999996262
14000,67.0,0.8860009999995975
15000,65.97333333333333,0.8850009999995687
16000,65.0,0.88400099999954
17000,66.78823529411765,0.8830009999995112
18000,65.16111111111111,0.8820009999994824
19000,64.99473684210525,0.8810009999994537
20000,63.885000000000005,0.8800009999994249
21000,64.06190476190477,0.8790009999993962
22000,62.949999999999996,0.8780009999993674
23000,63.92173913043479,0.8770009999993387
24000,63.31666666666666,0.8760009999993099
25000,63.612,0.8750009999992812
26000,65.01153846153846,0.8740009999992524
27000,66.3037037037037,0.8730009999992236
28000,66.35,0.8720009999991949
29000,64.3,0.8710009999991661
30000,63.17,0.8700009999991374
31000,62.5,0.8690009999991086
32000,62.340625,0.8680009999990799
33000,62.19090909090909,0.8670009999990511
34000,62.35000000000001,0.8660009999990224
35000,61.94285714285714,0.8650009999989936
36000,61.80833333333333,0.8640009999989648
37000,61.70810810810811,0.8630009999989361
38000,60.084210526315786,0.8620009999989073
39000,59.11538461538461,0.8610009999988786
40000,59.745000000000005,0.8600009999988498
41000,59.892682926829266,0.8590009999988211
42000,59.92619047619048,0.8580009999987923
43000,60.69767441860465,0.8570009999987636
44000,60.42045454545455,0.8560009999987348
45000,59.74,0.855000999998706
46000,60.3,0.8540009999986773
47000,59.282978723404256,0.8530009999986485
48000,58.68125,0.8520009999986198
49000,58.84897959183674,0.851000999998591
50000,57.67400000000001,0.8500009999985623
51000,58.44705882352941,0.8490009999985335
52000,58.45769230769231,0.8480009999985048
53000,58.77169811320755,0.847000999998476
54000,58.644444444444446,0.8460009999984472
55000,58.914545454545454,0.8450009999984185
56000,58.785714285714285,0.8440009999983897
57000,59.30350877192983,0.843000999998361
