Episode,Score,ExplorationRate
130,3,0.6129999999999997
131,3,0.6099999999999997
132,2,0.6069999999999997
133,4,0.6039999999999996
134,1,0.6009999999999996
135,1,0.5979999999999996
136,1,0.5949999999999996
137,4,0.5919999999999996
138,0,0.5889999999999996
139,0,0.5859999999999996
140,4,0.5829999999999996
141,0,0.5799999999999996
142,0,0.5769999999999996
143,1,0.5739999999999996
144,0,0.5709999999999996
145,0,0.5679999999999996
146,1,0.5649999999999996
147,0,0.5619999999999996
148,0,0.5589999999999996
149,0,0.5559999999999996
150,3,0.5529999999999996
151,0,0.5499999999999996
152,0,0.5469999999999996
153,0,0.5439999999999996
154,0,0.5409999999999996
155,0,0.5379999999999996
156,0,0.5349999999999996
157,0,0.5319999999999996
158,0,0.5289999999999996
159,2,0.5259999999999996
160,0,0.5229999999999996
161,0,0.5199999999999996
162,0,0.5169999999999996
163,3,0.5139999999999996
164,0,0.5109999999999996
165,2,0.5079999999999996
166,1,0.5049999999999996
167,2,0.5019999999999996
168,2,0.49899999999999956
169,2,0.49599999999999955
170,1,0.49299999999999955
171,1,0.48999999999999955
172,2,0.48699999999999954
173,2,0.48399999999999954
174,1,0.48099999999999954
175,1,0.47799999999999954
176,0,0.47499999999999953
177,0,0.47199999999999953
178,0,0.46899999999999953
179,0,0.4659999999999995
180,1,0.4629999999999995
181,1,0.4599999999999995
182,3,0.4569999999999995
183,2,0.4539999999999995
184,2,0.4509999999999995
185,0,0.4479999999999995
186,2,0.4449999999999995
187,3,0.4419999999999995
188,2,0.4389999999999995
189,0,0.4359999999999995
190,1,0.4329999999999995
191,3,0.4299999999999995
192,2,0.4269999999999995
193,5,0.4239999999999995
194,3,0.4209999999999995
195,1,0.4179999999999995
196,3,0.4149999999999995
197,2,0.4119999999999995
198,2,0.4089999999999995
199,1,0.4059999999999995
200,2,0.40299999999999947
201,2,0.39999999999999947
202,1,0.39699999999999946
203,1,0.39399999999999946
204,1,0.39099999999999946
205,1,0.38799999999999946
206,1,0.38499999999999945
207,2,0.38199999999999945
208,1,0.37899999999999945
209,2,0.37599999999999945
210,2,0.37299999999999944
211,1,0.36999999999999944
212,2,0.36699999999999944
213,2,0.36399999999999944
214,4,0.36099999999999943
215,4,0.35799999999999943
216,3,0.3549999999999994
217,2,0.3519999999999994
218,0,0.3489999999999994
219,3,0.3459999999999994
220,0,0.3429999999999994
221,0,0.3399999999999994
222,2,0.3369999999999994
223,0,0.3339999999999994
224,1,0.3309999999999994
225,0,0.3279999999999994
226,2,0.3249999999999994
227,5,0.3219999999999994
228,0,0.3189999999999994
229,3,0.3159999999999994
230,3,0.3129999999999994
231,3,0.3099999999999994
232,0,0.3069999999999994
233,1,0.3039999999999994
234,0,0.3009999999999994
235,1,0.2979999999999994
236,1,0.2949999999999994
237,2,0.29199999999999937
238,1,0.28899999999999937
239,4,0.28599999999999937
240,0,0.28299999999999936
241,1,0.27999999999999936
242,2,0.27699999999999936
243,0,0.27399999999999936
244,4,0.27099999999999935
245,1,0.26799999999999935
246,0,0.26499999999999935
247,3,0.26199999999999934
248,2,0.25899999999999934
249,0,0.25599999999999934
250,0,0.25299999999999934
251,0,0.24999999999999933
252,2,0.24699999999999933
253,0,0.24399999999999933
254,0,0.24099999999999933
255,0,0.23799999999999932
256,1,0.23499999999999932
257,0,0.23199999999999932
258,0,0.22899999999999932
259,4,0.2259999999999993
260,3,0.2229999999999993
261,0,0.2199999999999993
262,2,0.2169999999999993
263,2,0.2139999999999993
264,3,0.2109999999999993
265,0,0.2079999999999993
266,1,0.2049999999999993
267,1,0.2019999999999993
268,1,0.1989999999999993
269,3,0.19599999999999929
270,2,0.19299999999999928
271,3,0.18999999999999928
272,1,0.18699999999999928
273,4,0.18399999999999928
274,2,0.18099999999999927
275,2,0.17799999999999927
276,2,0.17499999999999927
277,0,0.17199999999999926
278,1,0.16899999999999926
279,3,0.16599999999999926
280,2,0.16299999999999926
281,2,0.15999999999999925
282,1,0.15699999999999925
283,2,0.15399999999999925
284,4,0.15099999999999925
285,3,0.14799999999999924
286,4,0.14499999999999924
287,4,0.14199999999999924
288,3,0.13899999999999924
289,2,0.13599999999999923
290,1,0.13299999999999923
291,5,0.12999999999999923
292,3,0.12699999999999922
293,4,0.12399999999999922
294,4,0.12099999999999922
295,2,0.11799999999999922
296,4,0.11499999999999921
297,4,0.11199999999999921
298,4,0.10899999999999921
299,2,0.1059999999999992
300,2,0.1029999999999992
